TEST_NAME	TEST_ID	COUNT	top_prevalence	has_unit_data
b-hba1c	606591	2696	100.0	True
fp-gluk	603107	2696	100.0	True
p-ck-mbm	1605011	2673	100.0	True
erytroblastit	8518	2654	100.0	True
p-krea	1605262	2652	100.0	True
pt-kt/v1	15024	2648	0.0	False
fp-krea	2142	2634	100.0	True
s-ph	1606713	2634	0.0	False
p-t3-v	1002775	2622	0.0	False
p-ck	605261	2609	100.0	True
s-apob/a1	02249	2604	0.0	False
u-albkre	604448	2599	100.0	True
b-baso	103157	2598	100.0	True
p-uraat	1605306	2597	0.0	False
p-cmvnh	4777	2592	82.64	True
pt-gfre	10066523	2588	100.0	True
fp-kol-ind	633151	2587	0.0	False
s-klotsa	609927	2569	100.0	True
s-ph	2606713	2552	0.0	False
b-monos	103230	2542	100.0	True
s-norklot	609913	2537	100.0	True
l-neut(a)	1629125	2534	0.0	False
l-lymf(a)	1629126	2531	0.0	False
l-eos(a)	1629128	2529	0.0	False
l-mono(a)	1629127	2529	0.0	False
l-baso(a)	1629129	2527	0.0	False
u-veri-o	2947	2498	0.0	False
u-krea	2606670	2492	0.0	False
lieriöt	40527	2485	100.0	True
fp-kol-ind	6518	2479	0.0	False
pt-gfre	2928608	2478	0.0	False
s-ph	7368425	2475	0.0	False
ab-emäsylimäärä	10083	2472	100.0	True
b-la	102203	2468	100.0	True
p-k	4001999	2440	100.0	True
u-ph-hy	0368	2439	0.0	False
seeruminhappamuusaste	8523	2429	0.0	False
fp-ca	4514	2426	100.0	True
p-gluk	6001471	2422	100.0	True
p-bnp	4709	2420	99.98	True
b-la	2102203	2414	100.0	True
fp-pi	1001432	2410	100.0	True
b-crp-vt	6592	2408	100.0	True
vb-pco2	1623	2408	100.0	True
li-igg-ind	3450	2406	100.0	True
p-afos	604419	2405	100.0	True
vb-po2	1537	2405	100.0	True
p-d-25	607216	2394	0.0	False
p-na	4003622	2385	100.0	True
l-eos	1332	2379	100.0	True
s-igg4	4228	2367	100.0	True
b-hba1c	604640	2366	100.0	True
ly-cd4/cd8	9270	2357	0.0	False
zb-be	11453	2350	0.0	False
b-inr-pik	8120	2340	100.0	True
u-albkrea	4511	2339	100.0	True
s-psa	3642	2336	100.0	True
pt-gfre	626572	2320	100.0	True
p-ca-iona	3000335	2305	100.0	True
s-k/l-s-v	10747	2302	0.0	False
p-pi	605252	2296	100.0	True
p-ca	7368221	2282	100.0	True
b-eos	632777	2278	0.0	False
b-baso	632778	2278	0.0	False
b-ly	632780	2278	0.0	False
l-baso	632773	2278	0.0	False
b-neut	632776	2278	0.0	False
l-neut	632771	2278	0.0	False
l-eos	632772	2278	0.0	False
b-mono	632779	2278	0.0	False
l-ly	632775	2278	0.0	False
l-mono	632774	2278	0.0	False
p-ca-ion.	3013900	2258	100.0	True
s-valpr	3003681	2253	100.0	True
p-t4-v	3657915	2253	0.0	False
s-prl	3002507	2247	100.0	True
ab-pco2	3001621	2242	100.0	True
ab-be	3009224	2242	100.0	True
ab-hco3-st	3009314	2242	100.0	True
p-b12-vit	608792	2241	100.0	True
ab-po2	3001535	2237	100.0	True
p-igg	4828	2235	100.0	True
p-alat	1605242	2229	100.0	True
f-calpro	606035	2216	0.0	False
s-mkomp-1	9982	2215	100.0	True
e-rdw	2644100	2199	100.0	True
fp-kol-ldl	2629664	2194	0.0	False
vp-happamuusaste	1531	2193	0.0	False
crp-pika	9011	2188	100.0	True
vb-ph	3001531	2182	0.0	False
oma-inr	617344	2181	0.0	False
u-osmole	2900806	2178	100.0	True
fp-kol-hdl	1002097	2171	100.0	True
hdl/kol	602250	2171	100.0	True
pt-gfre	3663121	2170	0.0	False
p-tsh	2917625	2158	100.0	True
p-probnp	609847	2150	100.0	True
b-hba1cvt	11246	2149	82.01	True
p-alat	101024	2137	100.0	True
p-krea	628929	2137	100.0	True
pt-gfre	628930	2130	100.0	True
f-calpro	616027	2127	100.0	True
p-gluk	1001473	2123	0.0	False
u-lieriö	9244	2104	100.0	True
p-tsh	613256	2093	100.0	True
pt-gfreepi	626168	2078	100.0	True
u-lieriöt	40527	2067	100.0	True
p-tnt	602562	2054	100.0	True
pf-leuk	2220	2053	99.08	True
u-osmest	292	2048	100.0	True
p-inr-vt	621377	2039	0.0	False
p-ca-iona	335	2036	100.0	True
fp-gluk	4001468	2033	100.0	True
p-fidd	621300	2032	100.0	True
s-mypnabm	4151	2032	0.0	False
b-erblast	1629130	2028	0.0	False
pf-eryt	1343	2022	99.97	True
u-alb	6001029	2008	100.0	True
p-kysc	4507	1998	100.0	True
s-ca(akt)	5097	1998	100.0	True
p-psa	604836	1997	100.0	True
s-cdt	3004101	1997	100.0	True
vb-happamuusaste	1531	1984	0.0	False
s-trigly	6427	1983	100.0	True
p-tsh	2664021	1983	0.0	False
u-epit	3630670	1982	0.0	False
s-kol-hdl	6430	1972	100.0	True
p-tsh	603956	1972	100.0	True
p-crp-o	613895	1963	100.0	True
s-k	2001	1963	100.0	True
s-hcgbv/d	620903	1962	100.0	True
s-pappa	620901	1961	100.0	True
l-mono	0905	1954	100.0	True
pika-inr	607101	1953	0.0	False
u-ph	akiosa0004	1943	0.0	False
l-eos	0902	1930	100.0	True
p-ca-ion.	13900	1918	100.0	True
u-alb	0129	1917	100.0	True
s-d-25	649206	1915	0.0	False
p-t3-v	6362	1914	100.0	True
pt-gfreepi	645275	1913	0.0	False
p-t4-v	613257	1907	100.0	True
s-igg1	4225	1897	100.0	True
s-prot	2516	1897	100.0	True
s-igg2	4226	1893	100.0	True
p-crp	7010044	1892	100.0	True
crp,tk	70001	1890	0.0	False
p-alat	7010034	1888	100.0	True
p-inr	603120	1885	0.0	False
s-dnanab.	12610	1881	100.0	True
b-tacro	4360	1877	100.0	True
s-cdt	617036	1876	100.0	True
vb-emäsylimäärä	50032	1871	100.0	True
s-b12-tc2	1101142	1870	100.0	True
u-epit	10096	1855	100.0	True
s-igg3	4227	1853	100.0	True
s-iga	3001666	1832	100.0	True
e-rdw	3631804	1829	0.0	False
u-ph-huu	606264	1823	0.0	False
s-testo	3002735	1823	100.0	True
fp-kol-ldl	1605259	1823	100.0	True
l-neutr	0901	1798	100.0	True
s-pr3ab	4160	1796	76.4	True
s-kol-ldl	6432	1796	100.0	True
nu-albkrea	23572	1796	100.0	True
pappakmom	5568787	1793	0.0	False
ntkmom	5568790	1792	0.0	False
p-tt-inr	3575	1792	0.0	False
hcgbvkmom	5568788	1792	0.0	False
u-osmol	2444	1792	100.0	True
l-lymf	0907	1790	100.0	True
s-testo	1002735	1790	100.0	True
b-hba1c	603372	1782	100.0	True
u-ominp-h	618136	1775	0.0	False
s-rf	3003550	1770	100.0	True
p-t4-v	603957	1753	100.0	True
p-ld	1002194	1741	100.0	True
cp-gluk-po	8716	1736	0.0	False
-nt	617897	1730	100.0	True
s-crp-o	1217	1730	100.0	True
fp-fe	3005323	1727	100.0	True
p-t4-v	2664022	1726	0.0	False
p-cea	6363	1719	100.0	True
cp-gluk	0350	1718	100.0	True
sao2	600605	1715	0.0	False
p-inr-pik	603692	1713	0.0	False
e-erytrosyytit,kokojakauma	11086	1709	100.0	True
vb-ph	0531	1708	0.0	False
u-ph-0	3367	1707	0.0	False
pt-glomerulussuodosnopeus,estimoitu,ckd-epi-kaava	13470	1706	100.0	True
p-uraat	2605306	1704	0.0	False
l-baso	1168	1702	99.99	True
p-fidd	1004113	1700	100.0	True
cb-phpika	14234	1696	0.0	False
fp-laktaat	3002184	1693	100.0	True
p-d-25	2101220	1682	0.0	False
crp-pika	602611	1680	0.0	False
s-immunoglobuliini,kevyetketjut,vapaat,kappa-lambda-suhde	11927	1672	0.0	False
fp-transf	3004567	1666	100.0	True
l-lymf	9235	1666	100.0	True
u-tutk-1-oma,ph	1605222_4	1647	0.0	False
b-inr-pik	1630673	1646	0.0	False
pt-ekg-12	6001270	1646	0.0	False
fp-kol	7010048	1643	100.0	True
u-osmole	20479	1642	100.0	True
b-be	0105	1641	100.0	True
u-tutk-1-,ph	1605222_4	1640	0.0	False
p-amylp	4590	1639	100.0	True
fp-kol-ldl	7010050	1638	100.0	True
u-suhtih	0715	1630	100.0	True
s-enaab	3022	1628	100.0	True
p-inr	601708	1624	0.0	False
fp-kol	1605256	1618	100.0	True
p-crp-o	1217	1613	100.0	True
pt-gfreepi	2663222	1612	0.0	False
l-eos	604160	1608	100.0	True
b-monos	604163	1608	100.0	True
l-ly	607191	1608	100.0	True
b-baso	604164	1608	100.0	True
b-neut	607193	1608	100.0	True
l-monos	607192	1608	100.0	True
b-ly	604162	1608	100.0	True
b-eos	607194	1608	100.0	True
l-baso	604161	1607	100.0	True
l-neut	607190	1607	100.0	True
s-ca-ion	622231	1606	100.0	True
cb-be	4923	1595	100.0	True
fp-fe	1002566	1595	100.0	True
s-digoks	1256	1584	96.73	True
p-psa	2628984	1582	100.0	True
fe-folaat	1414	1571	100.0	True
b-retik	3025810	1562	100.0	True
p-glukpoc	9439	1562	100.0	True
p-psa	1628984	1561	0.0	False
s-pappa	4549	1550	100.0	True
p-ld	3004526	1550	100.0	True
s-mypnabg	4150	1535	99.91	True
p-luakptt	4426	1534	100.0	True
u-albkre	603497	1526	100.0	True
p-psa	3628984	1516	100.0	True
b-hba1c	616356	1512	100.0	True
u-kemseul,u-ph	101881_5	1507	0.0	False
b-inrpika	94520	1503	100.0	True
p-crp	1605304	1496	100.0	True
fp-ca	3004514	1494	100.0	True
s-cdt	1004101	1489	0.0	False
b-crp-o	9343	1485	0.0	False
s-hcgbv/d	20754	1479	100.0	True
pt-gfreepi	41320	1474	0.0	False
p-ferrit	2630464	1473	100.0	True
fp-transf	1002756	1471	100.0	True
l-mon	399	1466	100.0	True
u-epipien	50203	1465	100.0	True
paastoseeruminph	50100	1457	0.0	False
u-suhti	617971	1456	0.0	False
b-hba1c,tk	70003	1453	0.0	False
-nt	20248	1448	100.0	True
s-tsh	102832	1446	96.13	True
b-hba1c	10017548	1444	100.0	True
u-leuk-bv	637391	1442	100.0	True
hba1c-pika	870	1437	0.0	False
s-prot	1002516	1436	100.0	True
p-fidd	3004113	1425	100.0	True
s-prealb	1002494	1420	100.0	True
fp-trigly	1605258	1418	100.0	True
s-igg-sum	9115	1410	100.0	True
fp-kol-hdl	1605257	1402	100.0	True
p-ca-albk	7368224	1400	100.0	True
p-mg	3005285	1400	100.0	True
p-psa-v	1635178	1396	0.0	False
s-van	3277	1396	100.0	True
s-tfr	6001949	1394	100.0	True
happamuusaste,virtsasta	13039	1393	0.0	False
tffesat	4606	1386	100.0	True
e-rdw	630871	1382	100.0	True
u-tutk-1-oma,sg	1605222_3	1372	0.0	False
u-kemseul,u-suhti	101881_3	1362	0.0	False
gt-cdt-ind	50526	1349	0.0	False
cb-ph	0528	1349	0.0	False
s-chpnabm	4204	1348	88.46	True
p-korsol	1002129	1346	100.0	True
pt-gfre	633141	1345	0.0	False
hemolyysi-indeksi	20536	1344	0.0	False
oma-p-gluk	4601160	1343	0.0	False
fp-kol-hdl	7010049	1342	100.0	True
fp-glukoosi	1468	1341	99.93	True
fp-trigly	7010320	1339	100.0	True
s-ccpab	603704	1339	0.0	False
s-cea	3002034	1339	100.0	True
tffesat	2010359	1334	0.0	False
oma-u-tutk,u-ph	4601161_1	1333	0.0	False
u-tutk-1-,sg	1605222_3	1332	0.0	False
b-leuk	2629408	1325	100.0	True
u-osmole	0574	1324	0.0	False
fp-urea	1002888	1322	100.0	True
p-bil-kj	4593	1319	100.0	True
ab-be	5382	1317	100.0	True
p-mg	1002303	1315	100.0	True
e-rdw	7370521	1313	100.0	True
b-hba1c	615779	1313	100.0	True
b-crp	0801	1312	0.0	False
p-ld	4526	1311	100.0	True
b-b-cd19	8374	1310	100.0	True
s-b12-tc2	2101142	1310	0.0	False
tromboplastiiniaika,inr-tulostus,plasmasta	4520	1310	100.0	True
b-ly/abs	9060	1306	100.0	True
s-korsol	3002129	1306	100.0	True
b-ba/abs	9062	1306	100.0	True
u-krea	1002145	1303	100.0	True
pt-gfre	3969737	1302	0.0	False
u-epilevy	50200	1298	100.0	True
p-tsh	7010179	1297	100.0	True
eos	598	1295	100.0	True
emäsylimäärä,laskimoveri	5386	1291	0.0	False
p-asat	604421	1290	100.0	True
u-leuk	102221	1286	100.0	True
u-krea	606670	1286	0.0	False
b-hba1c	2897005	1285	100.0	True
u-a1miglo	15132	1280	0.0	False
u-eryt	101344	1277	100.0	True
cb-be	10084	1275	100.0	True
l-neut	620537	1264	0.0	False
b-crp-o	1217	1252	100.0	True
e-rdw	643282	1251	100.0	True
b-hba1c	2897006	1245	100.0	True
p-tsh	10015837	1245	100.0	True
i-stathct	akiea0019	1240	0.0	False
b-hkr	1333	1237	0.0	False
p-igm	4829	1233	100.0	True
pappakmom	12973	1232	0.0	False
u-ph	325	1232	0.0	False
ntkmom	12976	1231	0.0	False
hcgbvkmom	12974	1231	0.0	False
i-statna	akiea0021	1231	100.0	True
i-statk	akiea0020	1230	0.0	False
i-statcrea	akiea0017	1228	0.0	False
oma-hba1c	5592308	1226	0.0	False
s-prot	3002516	1225	100.0	True
b-leuk	625424	1225	100.0	True
ph,seerumista,osatutk	11554	1224	0.0	False
s-rf	3550	1222	72.46	True
cb-po2	1536	1218	100.0	True
p-crp-hy	7035741	1217	100.0	True
p-gfreepi	11326	1212	100.0	True
p-amyl	605245	1202	100.0	True
p-tsh	10015842	1202	100.0	True
b-tbifng	54254	1200	100.0	True
u-lier	1630671	1194	0.0	False
s-ttgaba	6001885	1191	100.0	True
p-t4-v	10015838	1185	100.0	True
p-ferrit	1605017	1182	100.0	True
b-hkr	602706	1179	100.0	True
p-psa-v	3636304	1178	0.0	False
p-iga	616267	1177	100.0	True
oma-crp-pi	610504	1174	0.0	False
p-tsh	603267	1173	100.0	True
b-hba1c	3636047	1169	0.0	False
b-la	603144	1168	0.0	False
b-lymf	3000043	1167	0.0	False
b-neut	650867	1167	0.0	False
p-gfrtest	15326	1165	0.0	False
l-baso	3000692	1164	0.0	False
l-eos	3000690	1163	0.0	False
l-lymf	3000046	1161	0.0	False
p-kreatiniini	2142	1159	100.0	True
u-sg	0103	1159	0.0	False
u-kemseul,ph	1881_PH	1152	0.0	False
u-suhtih	323	1148	0.0	False
l-monos	3000693	1145	0.0	False
p-psa-v	609298	1142	0.0	False
p-t3-v	607656	1141	0.0	False
b-ghb-a1c,tk	9728	1140	0.0	False
b-hba1c	604132	1139	100.0	True
pt-gfre	648817	1138	0.0	False
e-rdw	2631804	1133	0.0	False
l-neut	650866	1131	0.0	False
p-asat	1001128	1130	100.0	True
fp-pth	3004560	1128	100.0	True
inr/hoito	9910757	1127	0.0	False
u-epitel	0918	1120	0.0	False
p-tt	1731	1115	100.0	True
b-baso	3000040	1109	0.0	False
p-crp-hy	50303	1109	100.0	True
b-eos	3000039	1109	0.0	False
b-monos	3000042	1108	0.0	False
ph	602205	1108	0.0	False
p-t4-v	7010293	1104	100.0	True
cb-be	9218	1098	100.0	True
s-fsh	3001422	1093	81.21	True
-cyp4f2	23164	1093	0.0	False
pt-gfre	4083609	1087	0.0	False
p-tni	650660	1087	100.0	True
p-ferrit	1630464	1083	0.0	False
iga/prealb	9407	1082	0.0	False
p-t4-v	10015843	1081	100.0	True
fp-trfesat	3009906	1077	100.0	True
u-ominaispaino	616	1077	0.0	False
p-t4-v	603268	1077	100.0	True
pt-gfreepi	107310	1077	0.0	False
b-retind	3009200	1075	100.0	True
pt-gfreepi	637332	1072	100.0	True
fp-pi	3001431	1071	100.0	True
p-kol-ldl	633118	1067	0.0	False
u-suhti	0352	1067	0.0	False
u-albkre	7033173	1061	100.0	True
u-krea	100274	1058	100.0	True
oma-crp-pika	610504	1056	0.0	False
u-ph	9102	1056	0.0	False
b-pvk+tkd,leuk	102475_1	1051	100.0	True
nu-albkrea	2630765	1048	0.0	False
u-tutk-1,ph	103268_5	1048	0.0	False
s-tpoab	4028	1047	56.22	True
oma-crp	613992	1045	0.0	False
s-mpoabg	4149	1044	98.78	True
b-crp-pik	4052989	1042	0.0	False
cb-be	0769	1042	100.0	True
p-krea	1605305	1038	100.0	True
s-ca-ion	1604774	1036	100.0	True
eos	1000602	1035	0.0	False
bla	1000342	1034	0.0	False
baso	1000603	1034	0.0	False
oma-crp	604324	1033	0.0	False
lymf	1000600	1031	0.0	False
p-prl	1002507	1029	100.0	True
metam	1000345	1025	0.0	False
mono	1000601	1025	0.0	False
nlt	1000347	1025	0.0	False
myel	1000344	1025	0.0	False
nst	1000346	1024	0.0	False
p-cea	1002034	1022	100.0	True
b-inr-pik	3630673	1022	0.0	False
s-b12-tc2	606275	1018	0.0	False
prom	1000343	1016	0.0	False
pt-fib-4	14742	1010	0.0	False
s-pappa	3628524	1009	0.0	False
p-krea	643361	1009	100.0	True
p-b12-vit	4824	1008	100.0	True
ly-tcd4/8.	13896	1005	0.0	False
p-ferrit	3630464	1004	100.0	True
gluk-pika	9029	1002	100.0	True
s-hcg-b-v	605905	997	100.0	True
s-pappa	605906	997	100.0	True
vb-be	0102	994	100.0	True
p-fidd	6004113	992	100.0	True
s-infli	6381	991	100.0	True
emäsylimäärä,kapillaariveri	5400	991	0.0	False
lymf	3223	990	86.15	True
lipemia-indeksi	20537	987	0.0	False
b-hba1c	10017549	984	100.0	True
s-tsh	2102832	979	100.0	True
pikainr	605449	973	0.0	False
s-ccpab	1604746	968	100.0	True
fp-fe	605267	963	100.0	True
s-prealb	2494	962	52.69	True
b-hba1c	604418	960	100.0	True
p-fibr	1399	959	100.0	True
b-hba1c	1632265	954	0.0	False
p-bil-kj	3005310	952	100.0	True
s-digoks	1001256	951	100.0	True
s-k/l-s-v	616407	950	0.0	False
p-k-vt	11376	950	100.0	True
s-valpr	3681	949	100.0	True
kol/hdl-su	0020	945	0.0	False
p-aptt	2783	943	100.0	True
cp-crp-hy	0181	942	100.0	True
u-tutk-1,ph	103268_4	942	0.0	False
p-t4v	2917626	942	100.0	True
s-d-25	3001220	940	100.0	True
b-hb-a1c	604419	937	100.0	True
vb-emäsylimäärä	10085	936	100.0	True
p-psagen	13984	935	100.0	True
b-retik	611321	933	100.0	True
vb-hco3-st	3009075	931	100.0	True
vb-pco2	3001623	931	100.0	True
vb-be	3009074	931	100.0	True
-nt	2628525	930	0.0	False
vb-po2	3001537	928	100.0	True
oma-inr-pi	1601502	928	0.0	False
l-baso	1000603	926	0.0	False
fp-pth	606684	923	100.0	True
p-krea	10066521	923	100.0	True
p-tni	4531	921	89.44	True
s-d-25	6001220	920	100.0	True
l-bla	1000342	919	0.0	False
b-hba1c	3897006	918	100.0	True
p-ca	605328	915	0.0	False
l-eos	1000602	914	0.0	False
l-lymf	1000600	911	0.0	False
b-ghb-a1c	101560	907	100.0	True
ab-emäsylimäärä	50030	907	100.0	True
oma-inr	614032	906	0.0	False
s-igg	3001676	903	100.0	True
-ph	8591	903	0.0	False
s-ca-iona	7368424	903	100.0	True
-nt	3628525	903	0.0	False
l-metam	1000345	901	0.0	False
l-mono	1000601	898	0.0	False
p-prealb	601658	897	100.0	True
inr-vieri	603108	897	0.0	False
b-hba1c	607474	895	0.0	False
fs-folaat	3001416	893	100.0	True
p-psa,sädehoidettupotilas	13983	893	0.0	False
l-myel	1000344	891	0.0	False
p-t3-v	649823	889	100.0	True
pt-gfreepi	624403	888	0.0	False
p-ca-albk	1630650	886	0.0	False
b-peth	14303	886	100.0	True
p-na	1103622	884	100.0	True
s-li	2260	883	100.0	True
s-cdt	2104101	881	0.0	False
l-nlt	1000347	878	0.0	False
p-omagluk	604603	877	0.0	False
oma-u-tutk,u-ph	4601161_3	877	0.0	False
u-prot	1002519	877	100.0	True
oma-hb	601760	875	0.0	False
p-pct	619806	873	0.0	False
p-krea	604950	872	100.0	True
p-ck-mbm	4525	871	100.0	True
e-punasolujenkokojakauma	19976	870	100.0	True
oma-crp	601063	869	100.0	True
l-nst	1000346	868	0.0	False
pt-gfreepi	3738240	868	0.0	False
p-psa	1003642	867	100.0	True
u-pienep	1665082	865	0.0	False
u-levyep	1665081	864	0.0	False
l-prom	1000343	862	0.0	False
oma-ghb-a1	601860	851	0.0	False
s-cea	2034	848	100.0	True
s-dmklots	3004208	844	99.21	True
p-ld	605263	844	100.0	True
l-neut	398	844	100.0	True
-s.yht.	8593	844	0.0	False
s-b12-tc2	101142	843	100.0	True
s-immunoglobuliini,kevyetketjut,vapaat,kappa-lambda-suhde	50207	840	0.0	False
p-psa-suh	604838	835	100.0	True
p-psa-v	604837	834	100.0	True
pikau-stix,u-ph	39002_U-PH	832	0.0	False
b-hba1c	7010710	829	100.0	True
p-tt-inr	600629	825	100.0	True
u-tutk-1-oma,ph	210_PH	819	0.0	False
p-b12-vit	632851	819	100.0	True
oma-crp	13632	818	0.0	False
fp-transf	605268	816	100.0	True
hb(päiv.hoitaja)	akiea0007	816	0.0	False
s-b12-tc2	6001142	811	100.0	True
pt-gfreepi	625832	810	100.0	True
u-albkrea	3630745	808	0.0	False
p-tsh	636807	806	100.0	True
mono	3230	806	86.56	True
s-k/l-s-v	8648	805	0.0	False
u-suhti	2102715	803	100.0	True
fs-pi	1432	803	100.0	True
lymf	191	802	100.0	True
b-crp-vt	1217	800	100.0	True
u-krea	606902	798	0.0	False
p-kol	633117	798	0.0	False
crp(vo:nyhteydessäotettu),tth	8000	797	100.0	True
ab-ph(t)	0061	795	0.0	False
p-k	1101999	794	100.0	True
s-digoks	3001256	793	100.0	True
s-apob/a1-suhde	02249	793	0.0	False
b-trom	9028	793	0.0	False
p-fsh	1001422	790	0.0	False
b-hb-vt	6590	789	100.0	True
p-probnp	620997	788	0.0	False
b-neut	7010326	786	100.0	True
p-probnp	604432	785	100.0	True
p-igg	5577789	783	0.0	False
fp-trfesat	606124	783	100.0	True
p-krea	10066522	783	100.0	True
s-mkomp-4	610184	782	100.0	True
s-alfa-2	610177	782	100.0	True
s-alfa-1	610176	782	100.0	True
s-mkomp-2	610182	782	100.0	True
s-beta-1	610178	782	100.0	True
s-beta-2	610179	782	100.0	True
s-mkomp-3	612058	782	100.0	True
b-pvk+tkd	2475	782	0.0	False
s-gamma	610180	782	100.0	True
s-album	612055	782	100.0	True
s-mkomp-1	610181	782	100.0	True
s-ph	606713	780	0.0	False
s-alb	3001028	779	100.0	True
u-prot	2519	776	55.29	True
as-leuk	2216	773	100.0	True
cu-tilav	3000207	770	100.0	True
as-eryt	1340	767	100.0	True
cu-kesto	3000211	767	100.0	True
vb-o2sat	616664	767	100.0	True
s-pappa	2628524	765	0.0	False
p-krea	626552	763	100.0	True
p-tsh	3959915	762	100.0	True
nu-albkre	23572	761	100.0	True
pika-inr	601848	760	0.0	False
b-hba1cvt	2897647	759	0.0	False
b-eos	10753	753	100.0	True
s-haptog	1545	752	100.0	True
p-tsh	4077049	749	100.0	True
b-crp-vt	10351	748	100.0	True
cb-tt-inrpika	2789	746	0.0	False
fp-fe	2566	746	100.0	True
erblast	8518	744	0.0	False
b-crp	12773	744	100.0	True
e-rdw	11086	744	100.0	True
pf-ph	20032	743	0.0	False
p-kol-hdl	633119	741	0.0	False
u-ph	247	738	0.0	False
u-sakka,eryt	1600029_1	738	0.0	False
u-ph	2600334	738	0.0	False
p-psa	603958	736	100.0	True
s-album	14346	736	100.0	True
s-alfa-1	14347	733	100.0	True
s-beta-1	14349	733	100.0	True
s-alfa-2	14348	732	100.0	True
l-lymf	600	731	100.0	True
p-crp	1605241	731	100.0	True
-slco1b1	23168	729	0.0	False
s-beta-2	14350	729	100.0	True
p-ca-albk	2630650	727	0.0	False
s-gamma	14351	726	100.0	True
ab-po2	1535	725	99.99	True
s-cmvavi	1831	722	0.0	False
-glutamyylitransferaasi-desialotransferriini-indeksi	12376	720	0.0	False
ab-pco2	1621	711	99.99	True
mono	197	711	100.0	True
gt-cdt-ind	12376	709	0.0	False
fp-gluk,t	602080	708	0.0	False
cu-alb	3035570	708	100.0	True
p-trigly	633120	707	0.0	False
cu-vm	606230	706	100.0	True
s-igf1sds	5379	704	100.0	True
s-etoh	4305	701	94.19	True
p-b12-vit	7037268	700	100.0	True
u-kemseul	1881	699	0.0	False
l-metam	345	698	100.0	True
cu-alb	7033174	697	100.0	True
p-bil	604890	696	100.0	True
p-tt-inr	208	696	0.0	False
p-gt	1489	695	100.0	True
cb-ph	0695	690	0.0	False
u-osmole	609254	690	0.0	False
fs-c-pept	3002503	689	100.0	True
p-igm	5577790	689	0.0	False
f-elast1	3001718	688	100.0	True
p-ck	604428	688	100.0	True
l-nlt	347	686	100.0	True
u-tutk-1-oma,sg	210_SG	686	0.0	False
s-mkomp-1	14352	684	100.0	True
b-ghb-a1c	4001560	683	100.0	True
b-crp	1217	681	100.0	True
ab-ph	10730	681	0.0	False
l-myel	344	681	100.0	True
s-prl	2507	676	94.07	True
l-eos	602	676	100.0	True
b-crp-pika	4052989	675	0.0	False
l-ly	10465	674	100.0	True
p-uraat	605306	673	0.0	False
l-lymf	45080	672	0.0	False
l-baso	603	672	100.0	True
s-t3-v	3002775	669	100.0	True
-cd4-solujensuhdecd8-soluihin	10825	665	0.0	False
b-neut	10754	665	100.0	True
l-monos	10466	662	100.0	True
s-prealb	3002494	661	100.0	True
l-mono	601	657	100.0	True
l-bla	342	657	100.0	True
cu-alb-mi	3004084	656	100.0	True
l-neut	10459	652	100.0	True
s-cdt	1104101	651	0.0	False
p-kol	649647	651	0.0	False
u-osmole	4055509	651	0.0	False
pt-gfreepi	647682	650	0.0	False
pt-gfreepinosatutkimus	15326	649	0.0	False
crp-pika	90	648	0.0	False
u-osmole	3636281	647	0.0	False
u-ph-pika	4053012	647	0.0	False
l-nst	346	646	100.0	True
p-kol-ldl	649649	644	0.0	False
s-pappa	619548	643	100.0	True
s-hcgbv	619549	643	100.0	True
u-seulonta,ph	606400_3	643	0.0	False
crp-pika	3009011	642	100.0	True
l-lymf	0301	641	100.0	True
s-gadab	4400	641	98.63	True
u-krea	609416	640	0.0	False
p-kol-hdl	649648	640	0.0	False
b-neut	600321	640	100.0	True
oma-u-tutk,u-gluk-o	4601161_5	640	0.0	False
p-trigly	649650	639	0.0	False
p-ca-albk	3630650	636	0.0	False
cb-bepika	14237	634	0.0	False
nu-albkrea	1630765	633	0.0	False
l-prom	343	632	100.0	True
p-rf	1003550	631	0.0	False
nt-	5568789	631	0.0	False
ph	609994	631	0.0	False
